vgps_id,name,raw_label,canonical_category,strategic_bucket,chain_brand,score,tier,weburl,listing_url
45424,Untitled Roger Hopkins Sculptures,,(uncategorized),(uncategorized),false,0,Z,,
45504,Untitled,,(uncategorized),(uncategorized),false,0,Z,,
45420,Urban Desert Palms 1,,(uncategorized),(uncategorized),false,0,Z,,
45423,Urban Desert Palms 2,,(uncategorized),(uncategorized),false,0,Z,,
56204,Urban Donkey,SHOPPING,Shopping,Retail & Services,false,0,Z,,
45506,Urban Tree,,(uncategorized),(uncategorized),false,0,Z,,
55892,Variety - the Children's Charity of the Desert,RELOCATION & RESOURCES,Relocation,Retail & Services,false,0,Z,,
45313,Vasquez and Gibson Memorial,,(uncategorized),(uncategorized),false,0,Z,,
56202,Victoria's Cafe,EAT & DRINK,Dining,Dining,false,0,Z,,
58642,Villa de Martini,ARTS & CULTURE,Arts & Culture,Experiences,false,0,Z,,
35980,Village Green Heritage Center,ARTS & CULTURE,Arts & Culture,Experiences,false,0,Z,,
45560,Vineyard Harvest,,(uncategorized),(uncategorized),false,0,Z,,
45559,Visit Us in the Shape of Clouds,,(uncategorized),(uncategorized),false,0,Z,,
61131,Vivid Lizard Locations and Film Services,FILM PRODUCTION SERVICES,(unmapped: FILM PRODUCTION SERVICES),(unmapped),false,0,Z,,
45448,Volta,,(uncategorized),(uncategorized),false,0,Z,,
48631,Vortex 7,,(uncategorized),(uncategorized),false,0,Z,,
45445,Walk Through Arc,,(uncategorized),(uncategorized),false,0,Z,,
45508,Walking Man,,(uncategorized),(uncategorized),false,0,Z,,
45252,Wave Rhythms,,(uncategorized),(uncategorized),false,0,Z,,
34783,Wayne's Collection,SHOPPING,Shopping,Retail & Services,false,0,Z,,
45511,We Can Do This,,(uncategorized),(uncategorized),false,0,Z,,
45316,What Lifts You Up,,(uncategorized),(uncategorized),false,0,Z,,
47585,What Lifts You Up,,(uncategorized),(uncategorized),false,0,Z,,
45318,Wheel of Time,,(uncategorized),(uncategorized),false,0,Z,,
45442,Wilderness Totem,,(uncategorized),(uncategorized),false,0,Z,,
35658,Windmill Market,SHOPPING,Shopping,Retail & Services,false,0,Z,,
33460,Wine & Roses Lounge,EAT & DRINK,Dining,Dining,false,0,Z,,
